time,readable_time,acceleration,acceleration_x,acceleration_y,acceleration_z,battery,humidity,pressure,temperature,dev-id
1540080125653,2018-10-21T00:02:05.653000Z,1052.3953629696398,216,-412,944,2959,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080130603,2018-10-21T00:02:10.602999Z,1052.901704813892,216,-411,945,2953,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080135773,2018-10-21T00:02:15.773000Z,1052.7782292581853,217,-417,942,2953,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080140713,2018-10-21T00:02:20.713000Z,1053.5947987722795,215,-411,946,2953,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080145973,2018-10-21T00:02:25.973000Z,1054.97298543612,216,-414,946,2965,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080151183,2018-10-21T00:02:31.183000Z,1053.3854944890784,217,-414,944,2959,30,1021.02,27.41,EE:B4:42:EE:C1:16
1540080156533,2018-10-21T00:02:36.532999Z,1052.901704813892,216,-411,945,2953,30,1021.03,27.41,EE:B4:42:EE:C1:16
1540080161776,2018-10-21T00:02:41.776000Z,1054.6748314053957,217,-415,945,2959,30,1021.03,27.4,EE:B4:42:EE:C1:16
1540080166983,2018-10-21T00:02:46.983000Z,1053.4979829121648,217,-412,945,2959,30,1021.03,27.41,EE:B4:42:EE:C1:16
1540080172083,2018-10-21T00:02:52.082999Z,1052.1905720923373,215,-412,944,2959,30,1021.03,27.4,EE:B4:42:EE:C1:16
1540080177014,2018-10-21T00:02:57.013999Z,1054.0958210713104,218,-413,945,2959,30,1021.02,27.4,EE:B4:42:EE:C1:16
1540080181893,2018-10-21T00:03:01.892999Z,1052.6243394487892,219,-411,944,2953,30,1021.03,27.4,EE:B4:42:EE:C1:16
1540080186833,2018-10-21T00:03:06.832999Z,1055.2009287334806,224,-408,947,2953,30,1021.02,27.4,EE:B4:42:EE:C1:16
1540080191887,2018-10-21T00:03:11.887000Z,1050.3508937493223,218,-408,943,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080196978,2018-10-21T00:03:16.977999Z,1054.4927690600823,215,-411,947,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080202073,2018-10-21T00:03:22.072999Z,1053.5734430973475,216,-415,944,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080206983,2018-10-21T00:03:26.983000Z,1054.4102617103079,214,-409,948,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080212163,2018-10-21T00:03:32.163000Z,1050.440383839083,219,-410,942,2965,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080217123,2018-10-21T00:03:37.122999Z,1055.6831911136976,217,-413,947,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080222223,2018-10-21T00:03:42.223000Z,1054.4102617103079,214,-409,948,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080227287,2018-10-21T00:03:47.286999Z,1053.2758423129242,214,-413,945,2965,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080232433,2018-10-21T00:03:52.433000Z,1053.0897397657998,218,-415,943,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080237412,2018-10-21T00:03:57.411999Z,1054.7203420812552,221,-413,945,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080242443,2018-10-21T00:04:02.443000Z,1046.6489382787336,215,-407,940,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080247373,2018-10-21T00:04:07.372999Z,1054.2950251234233,220,-417,943,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080252313,2018-10-21T00:04:12.312999Z,1053.7295668244296,220,-411,945,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080257253,2018-10-21T00:04:17.253000Z,1054.755895930428,213,-415,946,2965,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080262443,2018-10-21T00:04:22.443000Z,1053.3688812567038,215,-415,944,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080267503,2018-10-21T00:04:27.503000Z,1053.3854944890784,217,-414,944,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080272566,2018-10-21T00:04:32.565999Z,1051.781821482003,216,-415,942,2965,30,1021,27.4,EE:B4:42:EE:C1:16
1540080277683,2018-10-21T00:04:37.683000Z,1052.74260861808,219,-409,945,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080282673,2018-10-21T00:04:42.673000Z,1054.0289369841798,219,-410,946,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080287683,2018-10-21T00:04:47.683000Z,1051.3129886004454,217,-411,943,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080292853,2018-10-21T00:04:52.852999Z,1055.44966720351,215,-418,945,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080298073,2018-10-21T00:04:58.072999Z,1052.6243394487892,219,-411,944,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080303193,2018-10-21T00:05:03.193000Z,1051.9111179182394,218,-412,943,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080308443,2018-10-21T00:05:08.443000Z,1054.6264741604016,220,-411,946,2965,30,1021,27.4,EE:B4:42:EE:C1:16
1540080313623,2018-10-21T00:05:13.622999Z,1055.4780907247673,216,-413,947,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080318743,2018-10-21T00:05:18.743000Z,1048.6229064825925,217,-411,940,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080323912,2018-10-21T00:05:23.911999Z,1053.509848079267,221,-419,941,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080328884,2018-10-21T00:05:28.884000Z,1056.467226183567,217,-415,947,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080333813,2018-10-21T00:05:33.812999Z,1057.1773739538696,218,-414,948,2971,30,1021,27.4,EE:B4:42:EE:C1:16
1540080338904,2018-10-21T00:05:38.904000Z,1052.884134176216,214,-412,945,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080343823,2018-10-21T00:05:43.822999Z,1054.2110794333362,218,-411,946,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080348953,2018-10-21T00:05:48.953000Z,1052.9036043247263,219,-414,943,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080353883,2018-10-21T00:05:53.882999Z,1053.5055766345047,220,-415,943,2953,30,1021,27.4,EE:B4:42:EE:C1:16
1540080358968,2018-10-21T00:05:58.967999Z,1050.3818353341799,213,-413,942,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080364063,2018-10-21T00:06:04.062999Z,1052.9240238497744,218,-410,945,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080369083,2018-10-21T00:06:09.082999Z,1051.1070354630874,216,-411,943,2953,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080374023,2018-10-21T00:06:14.023000Z,1051.2497324613214,221,-411,942,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080378913,2018-10-21T00:06:18.913000Z,1053.8894628944727,217,-413,945,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080384023,2018-10-21T00:06:24.023000Z,1051.089434824649,214,-412,943,2959,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080389193,2018-10-21T00:06:29.193000Z,1052.489429875664,217,-414,943,2953,30,1020.99,27.4,EE:B4:42:EE:C1:16
1540080394193,2018-10-21T00:06:34.193000Z,1053.3138183846256,218,-411,945,2947,30,1021,27.4,EE:B4:42:EE:C1:16
1540080399203,2018-10-21T00:06:39.203000Z,1050.7892272002032,215,-413,942,2959,30,1021,27.39,EE:B4:42:EE:C1:16
1540080404243,2018-10-21T00:06:44.243000Z,1052.2100550745558,217,-411,944,2959,30,1021,27.4,EE:B4:42:EE:C1:16
1540080409273,2018-10-21T00:06:49.273000Z,1056.0961130503226,219,-413,947,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080414263,2018-10-21T00:06:54.263000Z,1053.8719087251543,215,-414,945,2953,30,1021.02,27.4,EE:B4:42:EE:C1:16
1540080419303,2018-10-21T00:06:59.302999Z,1054.5681580628159,217,-417,944,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080424433,2018-10-21T00:07:04.433000Z,1051.0147477557107,218,-412,942,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080429323,2018-10-21T00:07:09.322999Z,1052.283706991608,216,-414,943,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080434373,2018-10-21T00:07:14.372999Z,1052.7715801635225,214,-414,944,2959,30,1021.02,27.4,EE:B4:42:EE:C1:16
1540080439403,2018-10-21T00:07:19.403000Z,1053.8894628944727,217,-413,945,2953,30,1021.02,27.4,EE:B4:42:EE:C1:16
1540080444563,2018-10-21T00:07:24.562999Z,1051.0656497098553,213,-417,941,2953,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080449933,2018-10-21T00:07:29.933000Z,1056.6953203265357,220,-414,947,2959,30,1021.01,27.4,EE:B4:42:EE:C1:16
1540080455463,2018-10-21T00:07:35.463000Z,1050.6231484219259,218,-411,942,2959,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080460513,2018-10-21T00:07:40.513000Z,1057.6639352837933,216,-414,949,2959,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080465629,2018-10-21T00:07:45.628999Z,1050.1923633315946,214,-412,942,2953,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080470683,2018-10-21T00:07:50.683000Z,1057.113522759027,222,-414,947,2953,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080475653,2018-10-21T00:07:55.653000Z,1055.8891987325185,218,-413,947,2953,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080480573,2018-10-21T00:08:00.572999Z,1053.0208924802964,216,-409,946,2947,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080485643,2018-10-21T00:08:05.642999Z,1052.3031882494702,218,-413,943,2953,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080490593,2018-10-21T00:08:10.592999Z,1051.4984545875473,216,-412,943,2953,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080495683,2018-10-21T00:08:15.683000Z,1055.665666771445,215,-414,947,2965,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080500693,2018-10-21T00:08:20.693000Z,1051.7276263367812,219,-411,943,2953,30,1021.02,27.39,EE:B4:42:EE:C1:16
1540080505753,2018-10-21T00:08:25.753000Z,1047.6340009755315,216,-409,940,2965,30,1021.02,27.39,EE:B4:42:EE:C1:16
1540080510732,2018-10-21T00:08:30.732000Z,1051.3372437044168,219,-410,943,2959,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080515873,2018-10-21T00:08:35.872999Z,1051.9876425129717,217,-415,942,2947,30,1021.01,27.39,EE:B4:42:EE:C1:16
1540080520786,2018-10-21T00:08:40.786000Z,1052.883184403664,217,-415,943,2959,30,1021.01,27.39,EE:B4:42:EE:C1:16
